Start date;End date;grid load [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Jan 3, 2023 10:00 PM;Jan 3, 2023 11:00 PM;55,530.25;27,705.00
Jan 3, 2023 11:00 PM;Jan 4, 2023 12:00 AM;52,483.75;23,142.00
Jan 4, 2023 12:00 AM;Jan 4, 2023 1:00 AM;48,203.50;18,513.25
Jan 4, 2023 1:00 AM;Jan 4, 2023 2:00 AM;46,813.75;15,231.50
Jan 4, 2023 2:00 AM;Jan 4, 2023 3:00 AM;46,202.25;12,502.75
Jan 4, 2023 3:00 AM;Jan 4, 2023 4:00 AM;46,533.50;11,875.75
Jan 4, 2023 4:00 AM;Jan 4, 2023 5:00 AM;47,920.50;12,655.25
Jan 4, 2023 5:00 AM;Jan 4, 2023 6:00 AM;50,414.75;11,807.25
Jan 4, 2023 6:00 AM;Jan 4, 2023 7:00 AM;55,352.75;13,016.25
Jan 4, 2023 7:00 AM;Jan 4, 2023 8:00 AM;60,683.00;16,892.50
Jan 4, 2023 8:00 AM;Jan 4, 2023 9:00 AM;63,542.25;18,270.25
Jan 4, 2023 9:00 AM;Jan 4, 2023 10:00 AM;64,999.25;17,910.50
Jan 4, 2023 10:00 AM;Jan 4, 2023 11:00 AM;66,186.25;17,648.25
Jan 4, 2023 11:00 AM;Jan 4, 2023 12:00 PM;67,334.25;17,974.50
Jan 4, 2023 12:00 PM;Jan 4, 2023 1:00 PM;67,763.75;18,181.25
Jan 4, 2023 1:00 PM;Jan 4, 2023 2:00 PM;66,828.50;17,604.25
Jan 4, 2023 2:00 PM;Jan 4, 2023 3:00 PM;65,364.50;16,893.25
Jan 4, 2023 3:00 PM;Jan 4, 2023 4:00 PM;64,675.50;17,055.00
Jan 4, 2023 4:00 PM;Jan 4, 2023 5:00 PM;64,756.00;17,655.50
Jan 4, 2023 5:00 PM;Jan 4, 2023 6:00 PM;66,406.00;19,411.75
Jan 4, 2023 6:00 PM;Jan 4, 2023 7:00 PM;66,138.00;19,046.50
Jan 4, 2023 7:00 PM;Jan 4, 2023 8:00 PM;64,663.75;17,113.50
Jan 4, 2023 8:00 PM;Jan 4, 2023 9:00 PM;61,217.25;13,544.25
Jan 4, 2023 9:00 PM;Jan 4, 2023 10:00 PM;58,194.50;11,126.00
Jan 4, 2023 10:00 PM;Jan 4, 2023 11:00 PM;55,698.00;9,569.25
Jan 4, 2023 11:00 PM;Jan 5, 2023 12:00 AM;52,142.50;6,097.25
Jan 5, 2023 12:00 AM;Jan 5, 2023 1:00 AM;50,283.75;5,902.25
Jan 5, 2023 1:00 AM;Jan 5, 2023 2:00 AM;48,648.00;5,331.50
Jan 5, 2023 2:00 AM;Jan 5, 2023 3:00 AM;48,006.50;5,070.00
Jan 5, 2023 3:00 AM;Jan 5, 2023 4:00 AM;48,220.00;5,427.00
Jan 5, 2023 4:00 AM;Jan 5, 2023 5:00 AM;49,941.00;7,055.75
Jan 5, 2023 5:00 AM;Jan 5, 2023 6:00 AM;53,017.50;9,797.25
Jan 5, 2023 6:00 AM;Jan 5, 2023 7:00 AM;58,777.75;15,028.00
Jan 5, 2023 7:00 AM;Jan 5, 2023 8:00 AM;61,918.00;19,295.00
Jan 5, 2023 8:00 AM;Jan 5, 2023 9:00 AM;64,217.00;22,836.00
Jan 5, 2023 9:00 AM;Jan 5, 2023 10:00 AM;65,754.75;25,185.50
Jan 5, 2023 10:00 AM;Jan 5, 2023 11:00 AM;66,771.75;27,040.00
Jan 5, 2023 11:00 AM;Jan 5, 2023 12:00 PM;67,693.75;29,175.00
Jan 5, 2023 12:00 PM;Jan 5, 2023 1:00 PM;67,954.25;31,300.50
Jan 5, 2023 1:00 PM;Jan 5, 2023 2:00 PM;67,040.00;33,364.75
Jan 5, 2023 2:00 PM;Jan 5, 2023 3:00 PM;65,828.00;37,315.25
Jan 5, 2023 3:00 PM;Jan 5, 2023 4:00 PM;65,187.00;42,831.75
Jan 5, 2023 4:00 PM;Jan 5, 2023 5:00 PM;65,571.00;47,867.75
Jan 5, 2023 5:00 PM;Jan 5, 2023 6:00 PM;67,276.50;52,535.00
Jan 5, 2023 6:00 PM;Jan 5, 2023 7:00 PM;67,358.00;54,662.25
Jan 5, 2023 7:00 PM;Jan 5, 2023 8:00 PM;65,850.75;54,296.50
Jan 5, 2023 8:00 PM;Jan 5, 2023 9:00 PM;62,343.50;51,608.50
Jan 5, 2023 9:00 PM;Jan 5, 2023 10:00 PM;59,428.00;48,766.00
Jan 5, 2023 10:00 PM;Jan 5, 2023 11:00 PM;56,830.25;45,543.50
Jan 5, 2023 11:00 PM;Jan 6, 2023 12:00 AM;53,177.50;40,725.00
Jan 6, 2023 12:00 AM;Jan 6, 2023 1:00 AM;50,785.75;35,186.25
Jan 6, 2023 1:00 AM;Jan 6, 2023 2:00 AM;49,049.25;32,540.25
Jan 6, 2023 2:00 AM;Jan 6, 2023 3:00 AM;48,187.00;30,432.00
Jan 6, 2023 3:00 AM;Jan 6, 2023 4:00 AM;48,241.50;28,998.25
Jan 6, 2023 4:00 AM;Jan 6, 2023 5:00 AM;48,901.50;28,004.75
Jan 6, 2023 5:00 AM;Jan 6, 2023 6:00 AM;50,795.00;28,134.50
Jan 6, 2023 6:00 AM;Jan 6, 2023 7:00 AM;54,919.75;29,936.00
Jan 6, 2023 7:00 AM;Jan 6, 2023 8:00 AM;59,052.25;31,873.50
Jan 6, 2023 8:00 AM;Jan 6, 2023 9:00 AM;61,019.00;31,305.75
Jan 6, 2023 9:00 AM;Jan 6, 2023 10:00 AM;62,129.25;29,111.50
Jan 6, 2023 10:00 AM;Jan 6, 2023 11:00 AM;63,171.75;27,306.75
Jan 6, 2023 11:00 AM;Jan 6, 2023 12:00 PM;64,319.50;27,099.50
Jan 6, 2023 12:00 PM;Jan 6, 2023 1:00 PM;64,238.00;27,002.00
Jan 6, 2023 1:00 PM;Jan 6, 2023 2:00 PM;63,070.75;27,176.25
Jan 6, 2023 2:00 PM;Jan 6, 2023 3:00 PM;61,649.75;29,212.50
Jan 6, 2023 3:00 PM;Jan 6, 2023 4:00 PM;61,346.00;33,181.75
Jan 6, 2023 4:00 PM;Jan 6, 2023 5:00 PM;62,295.25;37,383.75
Jan 6, 2023 5:00 PM;Jan 6, 2023 6:00 PM;65,017.75;42,017.75
Jan 6, 2023 6:00 PM;Jan 6, 2023 7:00 PM;64,613.75;42,926.00
Jan 6, 2023 7:00 PM;Jan 6, 2023 8:00 PM;62,737.75;41,959.75
Jan 6, 2023 8:00 PM;Jan 6, 2023 9:00 PM;59,835.75;40,339.75
Jan 6, 2023 9:00 PM;Jan 6, 2023 10:00 PM;57,112.00;38,861.25
Jan 6, 2023 10:00 PM;Jan 6, 2023 11:00 PM;54,951.75;37,881.25
Jan 6, 2023 11:00 PM;Jan 7, 2023 12:00 AM;52,257.25;36,088.75
Jan 7, 2023 12:00 AM;Jan 7, 2023 1:00 AM;48,315.25;31,117.00
Jan 7, 2023 1:00 AM;Jan 7, 2023 2:00 AM;46,628.50;30,066.50
Jan 7, 2023 2:00 AM;Jan 7, 2023 3:00 AM;45,417.50;28,995.00
Jan 7, 2023 3:00 AM;Jan 7, 2023 4:00 AM;45,004.50;28,356.25
Jan 7, 2023 4:00 AM;Jan 7, 2023 5:00 AM;45,268.75;28,383.00
Jan 7, 2023 5:00 AM;Jan 7, 2023 6:00 AM;45,469.50;28,432.50
Jan 7, 2023 6:00 AM;Jan 7, 2023 7:00 AM;46,660.50;29,357.00
Jan 7, 2023 7:00 AM;Jan 7, 2023 8:00 AM;49,610.75;32,157.50
Jan 7, 2023 8:00 AM;Jan 7, 2023 9:00 AM;53,063.75;34,780.75
Jan 7, 2023 9:00 AM;Jan 7, 2023 10:00 AM;55,876.50;34,761.00
Jan 7, 2023 10:00 AM;Jan 7, 2023 11:00 AM;57,318.50;33,097.75
Jan 7, 2023 11:00 AM;Jan 7, 2023 12:00 PM;58,126.75;31,745.25
Jan 7, 2023 12:00 PM;Jan 7, 2023 1:00 PM;57,648.50;30,140.00
Jan 7, 2023 1:00 PM;Jan 7, 2023 2:00 PM;56,367.50;29,042.75
Jan 7, 2023 2:00 PM;Jan 7, 2023 3:00 PM;55,517.50;30,224.75
Jan 7, 2023 3:00 PM;Jan 7, 2023 4:00 PM;55,464.00;32,370.25
Jan 7, 2023 4:00 PM;Jan 7, 2023 5:00 PM;56,643.00;32,832.75
Jan 7, 2023 5:00 PM;Jan 7, 2023 6:00 PM;58,884.75;32,268.25
Jan 7, 2023 6:00 PM;Jan 7, 2023 7:00 PM;59,345.25;30,239.50
Jan 7, 2023 7:00 PM;Jan 7, 2023 8:00 PM;57,968.00;27,175.00
Jan 7, 2023 8:00 PM;Jan 7, 2023 9:00 PM;55,174.75;23,944.75
Jan 7, 2023 9:00 PM;Jan 7, 2023 10:00 PM;52,891.50;21,758.75
Jan 7, 2023 10:00 PM;Jan 7, 2023 11:00 PM;51,589.75;21,335.00
Jan 7, 2023 11:00 PM;Jan 8, 2023 12:00 AM;49,266.50;19,564.75
Jan 8, 2023 12:00 AM;Jan 8, 2023 1:00 AM;45,539.50;15,149.50
Jan 8, 2023 1:00 AM;Jan 8, 2023 2:00 AM;44,589.75;15,959.50
Jan 8, 2023 2:00 AM;Jan 8, 2023 3:00 AM;43,714.50;16,142.75
Jan 8, 2023 3:00 AM;Jan 8, 2023 4:00 AM;42,552.75;16,497.75
Jan 8, 2023 4:00 AM;Jan 8, 2023 5:00 AM;42,979.75;17,909.00
Jan 8, 2023 5:00 AM;Jan 8, 2023 6:00 AM;42,820.50;18,349.50
Jan 8, 2023 6:00 AM;Jan 8, 2023 7:00 AM;42,832.50;19,190.00
Jan 8, 2023 7:00 AM;Jan 8, 2023 8:00 AM;44,909.00;21,602.00
Jan 8, 2023 8:00 AM;Jan 8, 2023 9:00 AM;47,297.75;23,999.75
Jan 8, 2023 9:00 AM;Jan 8, 2023 10:00 AM;49,669.75;25,478.25
Jan 8, 2023 10:00 AM;Jan 8, 2023 11:00 AM;51,804.00;26,649.00
Jan 8, 2023 11:00 AM;Jan 8, 2023 12:00 PM;53,899.00;28,166.75
Jan 8, 2023 12:00 PM;Jan 8, 2023 1:00 PM;53,882.50;28,347.75
Jan 8, 2023 1:00 PM;Jan 8, 2023 2:00 PM;52,880.00;28,609.50
Jan 8, 2023 2:00 PM;Jan 8, 2023 3:00 PM;51,830.50;29,975.50
Jan 8, 2023 3:00 PM;Jan 8, 2023 4:00 PM;51,487.00;31,947.50
Jan 8, 2023 4:00 PM;Jan 8, 2023 5:00 PM;52,432.50;33,611.00
Jan 8, 2023 5:00 PM;Jan 8, 2023 6:00 PM;55,226.00;35,470.75
Jan 8, 2023 6:00 PM;Jan 8, 2023 7:00 PM;56,296.50;35,340.75
Jan 8, 2023 7:00 PM;Jan 8, 2023 8:00 PM;55,344.50;33,165.00
Jan 8, 2023 8:00 PM;Jan 8, 2023 9:00 PM;53,130.50;30,403.50
Jan 8, 2023 9:00 PM;Jan 8, 2023 10:00 PM;51,299.50;28,149.00
Jan 8, 2023 10:00 PM;Jan 8, 2023 11:00 PM;50,443.25;27,129.75
Jan 8, 2023 11:00 PM;Jan 9, 2023 12:00 AM;48,026.50;24,481.00
Jan 9, 2023 12:00 AM;Jan 9, 2023 1:00 AM;46,094.00;22,260.00
Jan 9, 2023 1:00 AM;Jan 9, 2023 2:00 AM;44,873.50;21,674.25
Jan 9, 2023 2:00 AM;Jan 9, 2023 3:00 AM;44,100.50;21,147.75
Jan 9, 2023 3:00 AM;Jan 9, 2023 4:00 AM;44,405.00;21,582.75
Jan 9, 2023 4:00 AM;Jan 9, 2023 5:00 AM;46,442.25;24,023.25
Jan 9, 2023 5:00 AM;Jan 9, 2023 6:00 AM;49,708.00;27,767.75
Jan 9, 2023 6:00 AM;Jan 9, 2023 7:00 AM;56,176.00;34,289.00
Jan 9, 2023 7:00 AM;Jan 9, 2023 8:00 AM;61,278.75;39,561.75
Jan 9, 2023 8:00 AM;Jan 9, 2023 9:00 AM;64,020.50;41,863.00
Jan 9, 2023 9:00 AM;Jan 9, 2023 10:00 AM;65,642.50;41,915.00
Jan 9, 2023 10:00 AM;Jan 9, 2023 11:00 AM;66,732.25;41,256.50
Jan 9, 2023 11:00 AM;Jan 9, 2023 12:00 PM;67,925.50;41,006.75
Jan 9, 2023 12:00 PM;Jan 9, 2023 1:00 PM;68,185.25;40,903.50
Jan 9, 2023 1:00 PM;Jan 9, 2023 2:00 PM;67,254.00;41,274.00
Jan 9, 2023 2:00 PM;Jan 9, 2023 3:00 PM;65,946.25;42,783.25
Jan 9, 2023 3:00 PM;Jan 9, 2023 4:00 PM;65,242.25;45,381.50
Jan 9, 2023 4:00 PM;Jan 9, 2023 5:00 PM;65,186.50;46,813.50
Jan 9, 2023 5:00 PM;Jan 9, 2023 6:00 PM;66,845.50;48,216.25
Jan 9, 2023 6:00 PM;Jan 9, 2023 7:00 PM;66,606.75;47,225.00
Jan 9, 2023 7:00 PM;Jan 9, 2023 8:00 PM;65,317.75;44,731.00
Jan 9, 2023 8:00 PM;Jan 9, 2023 9:00 PM;62,236.25;40,832.25
Jan 9, 2023 9:00 PM;Jan 9, 2023 10:00 PM;59,145.50;37,041.25
Jan 9, 2023 10:00 PM;Jan 9, 2023 11:00 PM;56,656.75;34,169.75
Jan 9, 2023 11:00 PM;Jan 10, 2023 12:00 AM;53,168.50;30,185.00
Jan 10, 2023 12:00 AM;Jan 10, 2023 1:00 AM;50,439.50;28,742.50
Jan 10, 2023 1:00 AM;Jan 10, 2023 2:00 AM;49,002.25;27,678.50
Jan 10, 2023 2:00 AM;Jan 10, 2023 3:00 AM;48,473.75;27,409.50
Jan 10, 2023 3:00 AM;Jan 10, 2023 4:00 AM;48,777.25;27,817.50
Jan 10, 2023 4:00 AM;Jan 10, 2023 5:00 AM;50,297.75;29,477.00
Jan 10, 2023 5:00 AM;Jan 10, 2023 6:00 AM;53,220.50;32,604.75
Jan 10, 2023 6:00 AM;Jan 10, 2023 7:00 AM;59,538.00;38,760.00
Jan 10, 2023 7:00 AM;Jan 10, 2023 8:00 AM;63,079.00;42,747.00
Jan 10, 2023 8:00 AM;Jan 10, 2023 9:00 AM;65,255.00;45,415.00
Jan 10, 2023 9:00 AM;Jan 10, 2023 10:00 AM;66,637.75;45,873.50
Jan 10, 2023 10:00 AM;Jan 10, 2023 11:00 AM;67,732.25;44,973.75
Jan 10, 2023 11:00 AM;Jan 10, 2023 12:00 PM;69,090.00;44,083.75
Jan 10, 2023 12:00 PM;Jan 10, 2023 1:00 PM;69,277.25;43,080.75
Jan 10, 2023 1:00 PM;Jan 10, 2023 2:00 PM;68,133.00;42,098.25
Jan 10, 2023 2:00 PM;Jan 10, 2023 3:00 PM;66,500.00;42,164.50
Jan 10, 2023 3:00 PM;Jan 10, 2023 4:00 PM;65,691.25;43,551.75
Jan 10, 2023 4:00 PM;Jan 10, 2023 5:00 PM;65,690.00;43,573.25
Jan 10, 2023 5:00 PM;Jan 10, 2023 6:00 PM;67,539.50;43,242.00
Jan 10, 2023 6:00 PM;Jan 10, 2023 7:00 PM;67,167.75;39,950.00
Jan 10, 2023 7:00 PM;Jan 10, 2023 8:00 PM;65,732.25;35,355.25
Jan 10, 2023 8:00 PM;Jan 10, 2023 9:00 PM;62,553.75;29,538.75
Jan 10, 2023 9:00 PM;Jan 10, 2023 10:00 PM;59,374.75;24,048.25
Jan 10, 2023 10:00 PM;Jan 10, 2023 11:00 PM;56,855.00;20,496.50
Jan 10, 2023 11:00 PM;Jan 11, 2023 12:00 AM;53,607.75;16,119.75
Jan 11, 2023 12:00 AM;Jan 11, 2023 1:00 AM;52,530.50;13,928.75
Jan 11, 2023 1:00 AM;Jan 11, 2023 2:00 AM;51,166.50;13,232.00
Jan 11, 2023 2:00 AM;Jan 11, 2023 3:00 AM;50,467.50;12,218.75
Jan 11, 2023 3:00 AM;Jan 11, 2023 4:00 AM;50,774.75;12,327.25
Jan 11, 2023 4:00 AM;Jan 11, 2023 5:00 AM;52,314.25;13,932.00
Jan 11, 2023 5:00 AM;Jan 11, 2023 6:00 AM;55,015.50;16,002.00
Jan 11, 2023 6:00 AM;Jan 11, 2023 7:00 AM;60,816.25;21,404.75
Jan 11, 2023 7:00 AM;Jan 11, 2023 8:00 AM;66,174.75;28,979.50
Jan 11, 2023 8:00 AM;Jan 11, 2023 9:00 AM;68,745.25;33,900.50
Jan 11, 2023 9:00 AM;Jan 11, 2023 10:00 AM;69,445.75;36,446.25
Jan 11, 2023 10:00 AM;Jan 11, 2023 11:00 AM;70,212.75;38,005.50
Jan 11, 2023 11:00 AM;Jan 11, 2023 12:00 PM;71,265.75;39,246.25
Jan 11, 2023 12:00 PM;Jan 11, 2023 1:00 PM;71,412.25;39,610.00
Jan 11, 2023 1:00 PM;Jan 11, 2023 2:00 PM;70,665.75;39,856.75
Jan 11, 2023 2:00 PM;Jan 11, 2023 3:00 PM;69,494.25;40,306.00
Jan 11, 2023 3:00 PM;Jan 11, 2023 4:00 PM;68,386.25;41,048.25
Jan 11, 2023 4:00 PM;Jan 11, 2023 5:00 PM;68,131.00;41,877.75
Jan 11, 2023 5:00 PM;Jan 11, 2023 6:00 PM;70,013.00;43,303.75
Jan 11, 2023 6:00 PM;Jan 11, 2023 7:00 PM;69,805.25;41,386.50
Jan 11, 2023 7:00 PM;Jan 11, 2023 8:00 PM;68,283.75;37,616.75
Jan 11, 2023 8:00 PM;Jan 11, 2023 9:00 PM;64,802.25;31,933.50
Jan 11, 2023 9:00 PM;Jan 11, 2023 10:00 PM;61,624.75;26,617.00
Jan 11, 2023 10:00 PM;Jan 11, 2023 11:00 PM;58,913.50;22,754.25
Jan 11, 2023 11:00 PM;Jan 12, 2023 12:00 AM;55,613.00;18,146.75
Jan 12, 2023 12:00 AM;Jan 12, 2023 1:00 AM;54,118.00;13,204.00
Jan 12, 2023 1:00 AM;Jan 12, 2023 2:00 AM;51,885.75;11,480.25
Jan 12, 2023 2:00 AM;Jan 12, 2023 3:00 AM;51,156.75;10,355.75
Jan 12, 2023 3:00 AM;Jan 12, 2023 4:00 AM;51,991.25;11,935.25
Jan 12, 2023 4:00 AM;Jan 12, 2023 5:00 AM;53,630.75;13,766.75
Jan 12, 2023 5:00 AM;Jan 12, 2023 6:00 AM;56,360.75;16,457.50
Jan 12, 2023 6:00 AM;Jan 12, 2023 7:00 AM;62,767.50;22,216.00
Jan 12, 2023 7:00 AM;Jan 12, 2023 8:00 AM;67,123.25;26,092.75
Jan 12, 2023 8:00 AM;Jan 12, 2023 9:00 AM;69,589.50;27,281.25
Jan 12, 2023 9:00 AM;Jan 12, 2023 10:00 AM;70,545.25;25,927.25
Jan 12, 2023 10:00 AM;Jan 12, 2023 11:00 AM;71,420.50;24,763.75
Jan 12, 2023 11:00 AM;Jan 12, 2023 12:00 PM;72,561.75;24,522.00
Jan 12, 2023 12:00 PM;Jan 12, 2023 1:00 PM;72,734.50;24,263.00
Jan 12, 2023 1:00 PM;Jan 12, 2023 2:00 PM;71,801.25;24,190.25
Jan 12, 2023 2:00 PM;Jan 12, 2023 3:00 PM;70,715.25;25,193.25
Jan 12, 2023 3:00 PM;Jan 12, 2023 4:00 PM;70,254.00;27,156.00
Jan 12, 2023 4:00 PM;Jan 12, 2023 5:00 PM;70,023.75;28,976.25
Jan 12, 2023 5:00 PM;Jan 12, 2023 6:00 PM;71,624.25;31,750.25
Jan 12, 2023 6:00 PM;Jan 12, 2023 7:00 PM;71,281.00;31,411.75
Jan 12, 2023 7:00 PM;Jan 12, 2023 8:00 PM;69,501.75;28,527.25
Jan 12, 2023 8:00 PM;Jan 12, 2023 9:00 PM;66,296.50;24,265.00
Jan 12, 2023 9:00 PM;Jan 12, 2023 10:00 PM;63,239.75;20,547.25
Jan 12, 2023 10:00 PM;Jan 12, 2023 11:00 PM;60,452.50;17,820.50
Jan 12, 2023 11:00 PM;Jan 13, 2023 12:00 AM;57,259.25;14,282.00
Jan 13, 2023 12:00 AM;Jan 13, 2023 1:00 AM;54,994.25;10,623.50
Jan 13, 2023 1:00 AM;Jan 13, 2023 2:00 AM;53,171.75;10,087.75
Jan 13, 2023 2:00 AM;Jan 13, 2023 3:00 AM;52,142.00;10,084.50
Jan 13, 2023 3:00 AM;Jan 13, 2023 4:00 AM;52,412.75;11,512.00
Jan 13, 2023 4:00 AM;Jan 13, 2023 5:00 AM;53,791.50;13,718.50
Jan 13, 2023 5:00 AM;Jan 13, 2023 6:00 AM;56,496.75;16,868.25
Jan 13, 2023 6:00 AM;Jan 13, 2023 7:00 AM;62,157.00;22,748.00
Jan 13, 2023 7:00 AM;Jan 13, 2023 8:00 AM;66,658.50;28,106.00
Jan 13, 2023 8:00 AM;Jan 13, 2023 9:00 AM;68,671.75;29,297.50
Jan 13, 2023 9:00 AM;Jan 13, 2023 10:00 AM;69,345.25;27,189.00
Jan 13, 2023 10:00 AM;Jan 13, 2023 11:00 AM;70,253.50;24,545.50
Jan 13, 2023 11:00 AM;Jan 13, 2023 12:00 PM;71,066.00;22,214.50
Jan 13, 2023 12:00 PM;Jan 13, 2023 1:00 PM;71,068.50;20,342.75
Jan 13, 2023 1:00 PM;Jan 13, 2023 2:00 PM;70,340.75;19,505.00
